14, 943, 118, 65, 51
14, 1212, 129, 81, 95
14, 974, 111, 83, 70
14, 1395, 457, 245, 190
15, 612, 130, 114, 77
15, 902, 126, 48, 41
15, 920, 119, 50, 53
15, 616, 107, 87, 73
15, 943, 118, 65, 51
15, 1212, 129, 81, 95
15, 974, 111, 83, 70
15, 1395, 457, 245, 190
16, 612, 130, 114, 77
16, 902, 126, 51, 41
16, 920, 119, 50, 53
16, 616, 107, 87, 73
16, 943, 118, 65, 51
16, 1212, 129, 81, 96
16, 974, 111, 83, 70
16, 1396, 457, 244, 190
17, 612, 130, 114, 77
17, 920, 119, 50, 53
17, 902, 126, 50, 39
17, 616, 107, 87, 73
17, 943, 118, 65, 51
17, 1212, 129, 81, 95
17, 974, 111, 81, 70
17, 1395, 457, 245, 190
18, 612, 130, 114, 77
18, 919, 118, 48, 51
18, 901, 126, 48, 39
18, 616, 107, 87, 73
18, 942, 118, 65, 51
18, 1212, 128, 81, 93
18, 974, 111, 81, 72
18, 1395, 457, 245, 190
19, 611, 130, 114, 77
19, 919, 118, 48, 51
19, 901, 126, 48, 39
19, 616, 107, 87, 73
19, 943, 118, 66, 53
19, 1212, 129, 81, 95
19, 974, 111, 81, 70
19, 1395, 457, 245, 191
20, 610, 130, 114, 77
20, 919, 118, 48, 51
20, 901, 126, 48, 39
20, 616, 107, 87, 73
20, 1215, 128, 78, 95
20, 943, 118, 66, 53
20, 974, 111, 81, 70
20, 1395, 457, 245, 191
21, 611, 130, 114, 77
21, 919, 118, 48, 51
21, 901, 126, 48, 39
21, 616, 107, 87, 73
21, 942, 118, 65, 53
21, 1215, 128, 78, 95
21, 974, 111, 81, 70
21, 1395, 457, 245, 191
22, 611, 130, 114, 77
22, 919, 118, 48, 51
22, 901, 126, 48, 39
22, 616, 107, 87, 73
22, 942, 118, 65, 53
22, 1215, 128, 78, 95
22, 973, 111, 81, 69
22, 1395, 457, 245, 191
23, 610, 130, 114, 77
23, 901, 126, 48, 39
23, 919, 118, 50, 51
23, 616, 107, 87, 73
23, 942, 118, 65, 53
23, 1215, 128, 78, 95
23, 973, 111, 81, 69
23, 1395, 457, 245, 191
24, 612, 130, 102, 76
24, 901, 126, 48, 39
24, 919, 118, 50, 51
24, 616, 107, 87, 72
24, 942, 118, 65, 53
24, 1212, 128, 81, 96
24, 973, 111, 81, 69
24, 1395, 457, 245, 190
25, 610, 130, 114, 77
25, 919, 118, 50, 51
25, 901, 126, 50, 39
25, 616, 107, 87, 73
25, 943, 118, 63, 53
25, 1215, 128, 78, 95
25, 973, 111, 81, 69
25, 1395, 457, 245, 190
26, 610, 130, 114, 77
26, 919, 118, 50, 51
26, 901, 126, 50, 39
26, 615, 107, 87, 73
26, 943, 118, 63, 53
26, 1215, 128, 78, 96
26, 973, 111, 81, 69
26, 1395, 457, 245, 190
27, 610, 130, 114, 77
27, 919, 118, 48, 51
27, 901, 126, 50, 39
27, 615, 107, 87, 73
27, 943, 118, 63, 53
27, 1215, 128, 78, 95
27, 973, 111, 81, 69
27, 1395, 457, 245, 190
28, 610, 130, 114, 77
28, 919, 118, 48, 51
28, 901, 126, 50, 39
28, 616, 107, 87, 73
28, 943, 118, 63, 53
28, 1215, 128, 78, 95
28, 973, 111, 81, 69
28, 1395, 457, 245, 190
29, 610, 130, 114, 77
29, 919, 118, 48, 51
29, 901, 126, 51, 39
29, 616, 107, 87, 73
29, 943, 118, 63, 53
29, 1215, 128, 78, 96
29, 973, 111, 81, 69
29, 1395, 457, 245, 190
30, 610, 130, 114, 77
30, 919, 118, 51, 51
30, 901, 126, 50, 41
30, 943, 118, 66, 53
30, 616, 107, 87, 73
30, 1215, 128, 78, 95
30, 973, 111, 81, 70
30, 1395, 457, 245, 190
31, 920, 119, 50, 53
31, 612, 131, 104, 74
31, 901, 126, 50, 41
31, 943, 118, 66, 54
31, 616, 107, 87, 73
31, 1215, 128, 78, 96
31, 974, 111, 81, 70
31, 1395, 457, 245, 190
32, 920, 118, 50, 51
32, 613, 131, 104, 76
32, 901, 126, 51, 39
32, 943, 118, 66, 51
32, 616, 107, 87, 73
32, 1215, 128, 80, 97
32, 974, 111, 81, 70
32, 1395, 457, 245, 190
33, 902, 126, 51, 39
33, 611, 131, 114, 77
33, 920, 119, 51, 53
33, 616, 108, 87, 73
33, 943, 119, 66, 53
33, 1212, 129, 81, 96
33, 974, 112, 81, 69
33, 1396, 457, 244, 190
34, 903, 126, 50, 39
34, 611, 131, 114, 76
34, 920, 119, 51, 51
34, 616, 108, 87, 73
34, 943, 119, 66, 53
34, 1212, 129, 81, 96
34, 974, 112, 81, 69
34, 1395, 457, 245, 190
35, 903, 126, 51, 39
35, 611, 131, 114, 77
35, 920, 119, 51, 53
35, 616, 108, 87, 73
35, 943, 119, 66, 53
35, 1212, 129, 81, 96
35, 974, 112, 81, 69
35, 1396, 457, 244, 190
36, 903, 126, 51, 39
36, 612, 131, 114, 76
36, 920, 119, 51, 53
36, 616, 108, 87, 73
36, 943, 119, 66, 53
36, 1212, 129, 81, 95
36, 974, 112, 81, 69
36, 1396, 457, 244, 190
37, 920, 119, 51, 53
37, 611, 131, 114, 77
37, 902, 126, 51, 41
37, 943, 119, 66, 53
37, 617, 108, 89, 73
37, 1215, 128, 81, 96
37, 974, 112, 83, 69
37, 1396, 457, 244, 190
38, 920, 119, 51, 51
38, 610, 132, 114, 77
38, 902, 126, 51, 41
38, 943, 119, 66, 53
38, 616, 108, 90, 73
38, 1212, 129, 81, 95
38, 974, 112, 83, 70
38, 1396, 458, 245, 189
39, 920, 119, 51, 51
39, 902, 126, 51, 41
39, 610, 132, 114, 77
39, 943, 119, 65, 53
39, 616, 108, 90, 74
39, 1212, 129, 81, 95
39, 974, 112, 83, 70
39, 1396, 457, 244, 190
40, 920, 119, 51, 51
40, 902, 126, 51, 41
40, 612, 132, 105, 74
40, 616, 108, 90, 74
40, 943, 119, 65, 53
40, 1212, 129, 81, 95
40, 974, 112, 83, 70
40, 1396, 457, 244, 190
41, 920, 119, 51, 53
41, 611, 131, 114, 76
41, 902, 126, 51, 41
41, 943, 119, 66, 53
41, 616, 108, 87, 73
41, 1212, 129, 81, 95
41, 974, 112, 83, 69
41, 1396, 457, 244, 190
42, 920, 119, 51, 53
42, 902, 126, 50, 39
42, 612, 132, 105, 74
42, 616, 108, 89, 73
42, 943, 119, 66, 53
42, 1212, 129, 81, 96
42, 974, 112, 83, 69
42, 1396, 457, 244, 190
43, 902, 126, 51, 39
43, 920, 119, 51, 53
43, 612, 132, 105, 74
43, 616, 108, 89, 73
43, 943, 119, 66, 53
43, 1212, 129, 81, 96
43, 974, 111, 81, 70
43, 1396, 457, 244, 190
44, 610, 131, 114, 76
44, 902, 126, 50, 39
44, 919, 119, 51, 53
44, 942, 119, 65, 53
44, 616, 108, 90, 73
44, 1215, 128, 78, 96
44, 1396, 457, 244, 190
44, 974, 111, 81, 70
45, 610, 131, 114, 77
45, 920, 119, 50, 53
45, 902, 126, 50, 39
45, 616, 108, 89, 73
45, 942, 118, 65, 54
45, 1215, 128, 78, 96
45, 973, 111, 81, 70
45, 1396, 457, 244, 191
46, 610, 130, 116, 77
46, 901, 125, 48, 41
46, 919, 118, 51, 51
46, 943, 118, 63, 51
46, 616, 107, 90, 73
46, 1215, 128, 78, 96
46, 974, 111, 81, 69
46, 1396, 452, 244, 196
47, 611, 130, 114, 77
47, 919, 118, 51, 51
47, 901, 125, 48, 41
47, 617, 107, 89, 73
47, 943, 118, 66, 53
47, 1215, 128, 81, 96
47, 973, 111, 81, 69
47, 1396, 452, 244, 196
48, 611, 130, 114, 77
48, 919, 119, 51, 53
48, 902, 125, 50, 41
48, 617, 107, 89, 73
48, 943, 118, 66, 53
48, 1215, 128, 81, 96
48, 973, 111, 81, 69
48, 1396, 452, 244, 196
49, 610, 131, 114, 77
49, 902, 125, 50, 41
49, 919, 119, 51, 53
49, 943, 118, 65, 53
49, 616, 107, 89, 73
49, 1215, 128, 80, 97
49, 973, 111, 81, 70
49, 1396, 452, 244, 195
50, 902, 125, 50, 41
50, 612, 131, 104, 74
50, 919, 119, 51, 53
50, 943, 118, 65, 53
50, 616, 107, 89, 73
50, 1215, 128, 80, 96
50, 973, 111, 81, 70
50, 1396, 452, 244, 195
51, 902, 125, 50, 41
51, 612, 131, 104, 74
51, 919, 119, 51, 53
51, 943, 118, 65, 51
51, 616, 107, 89, 73
51, 1215, 128, 80, 96
51, 973, 111, 81, 70
51, 1396, 452, 244, 195
52, 610, 131, 114, 77
52, 902, 125, 50, 41
52, 919, 119, 51, 53
52, 943, 118, 65, 51
52, 616, 107, 89, 73
52, 1215, 128, 80, 96
52, 973, 111, 81, 69
52, 1396, 452, 244, 195
53, 610, 131, 114, 77
53, 902, 125, 50, 41
53, 920, 119, 51, 51
53, 943, 118, 65, 51
53, 616, 107, 89, 73
53, 1215, 128, 78, 96
53, 973, 111, 81, 70
53, 1395, 457, 243, 190
54, 920, 119, 51, 51
54, 902, 126, 50, 42
54, 612, 131, 102, 74
54, 943, 118, 65, 51
54, 616, 107, 87, 73
54, 1212, 129, 81, 95
54, 974, 112, 80, 69
54, 1395, 457, 243, 190
55, 610, 131, 114, 77
55, 920, 119, 51, 51
55, 902, 126, 50, 41
55, 943, 119, 65, 53
55, 616, 107, 89, 73
55, 1212, 129, 81, 96
55, 973, 111, 81, 70
55, 1396, 457, 244, 190
56, 611, 131, 114, 77
56, 920, 119, 51, 51
56, 902, 126, 50, 41
56, 944, 119, 66, 53
56, 616, 108, 87, 73
56, 1212, 129, 81, 96
56, 973, 112, 81, 69
56, 1396, 457, 244, 190
57, 901, 126, 48, 38
57, 612, 131, 114, 76
57, 920, 119, 51, 51
57, 943, 119, 65, 51
57, 616, 108, 87, 73
57, 1213, 129, 81, 96
57, 974, 112, 81, 69
57, 1396, 457, 244, 190
58, 920, 119, 51, 51
58, 612, 131, 114, 76
58, 901, 127, 48, 39
58, 944, 119, 66, 53
58, 617, 108, 89, 73
58, 1212, 129, 81, 97
58, 974, 112, 81, 70
58, 1395, 458, 245, 191
59, 610, 131, 114, 76
59, 920, 119, 51, 51
59, 902, 127, 50, 39
59, 944, 119, 66, 51
59, 617, 108, 89, 74
59, 1213, 129, 81, 97
59, 972, 113, 83, 70
59, 1395, 458, 245, 191
60, 902, 126, 48, 41
60, 920, 119, 51, 51
60, 613, 132, 104, 74
60, 617, 109, 87, 73
60, 944, 119, 63, 50
60, 1213, 129, 81, 96
60, 1396, 457, 244, 190
60, 974, 112, 81, 69
61, 920, 119, 51, 53
61, 902, 126, 48, 41
61, 612, 132, 105, 74
61, 618, 109, 87, 73
61, 943, 119, 63, 51
61, 1215, 128, 80, 96
61, 974, 111, 81, 70
61, 1396, 457, 244, 190
62, 903, 127, 50, 39
62, 920, 119, 51, 53
62, 612, 132, 105, 74
62, 618, 108, 87, 74
62, 944, 119, 63, 50
62, 1215, 128, 81, 97
62, 1396, 457, 244, 190
62, 974, 111, 81, 70
63, 902, 127, 48, 39
63, 609, 132, 114, 77
63, 920, 119, 51, 51
63, 618, 108, 87, 74
63, 944, 118, 63, 51
63, 1215, 128, 81, 97
63, 974, 111, 81, 70
63, 1396, 457, 244, 190
64, 902, 126, 50, 41
64, 610, 131, 114, 77
64, 920, 119, 50, 53
64, 618, 108, 87, 74
64, 943, 119, 63, 53
64, 1215, 128, 78, 97
64, 974, 111, 81, 70
64, 1395, 457, 245, 190
65, 902, 126, 50, 41
65, 920, 119, 51, 53
65, 612, 131, 105, 76
65, 617, 108, 89, 74
65, 943, 119, 63, 53
65, 1214, 128, 80, 97
65, 974, 111, 81, 70
65, 1396, 457, 244, 190
66, 920, 119, 50, 53
66, 611, 131, 105, 76
66, 901, 126, 48, 41
66, 616, 108, 87, 73
66, 943, 119, 63, 53
66, 1215, 128, 81, 97
66, 973, 111, 83, 70
66, 1395, 457, 245, 190
67, 609, 131, 114, 77
67, 902, 126, 50, 39
67, 920, 119, 50, 53
67, 616, 108, 87, 73
67, 943, 118, 65, 53
67, 1215, 128, 81, 97
67, 973, 111, 81, 70
67, 1395, 457, 245, 190
68, 610, 131, 114, 77
68, 920, 119, 50, 53
68, 901, 126, 48, 39
68, 616, 108, 87, 73
68, 943, 118, 65, 53
68, 1215, 128, 81, 99
68, 973, 111, 81, 69
68, 1395, 457, 244, 191
69, 609, 131, 114, 77
69, 901, 126, 50, 39
69, 919, 119, 48, 53
69, 616, 108, 87, 73
69, 943, 118, 63, 53
69, 1215, 128, 81, 99
69, 973, 111, 81, 69
69, 1395, 457, 244, 190
70, 609, 131, 114, 77
70, 920, 119, 50, 53
70, 901, 126, 50, 39
70, 616, 108, 87, 73
70, 943, 118, 65, 53
70, 1215, 128, 81, 99
70, 973, 111, 81, 69
70, 1395, 457, 244, 190
71, 610, 130, 114, 77
71, 901, 125, 51, 41
71, 919, 119, 48, 53
71, 616, 108, 87, 73
71, 943, 118, 63, 53
71, 1215, 128, 81, 99
71, 973, 111, 81, 69
71, 1395, 457, 245, 191
72, 610, 130, 114, 77
72, 901, 126, 50, 39
72, 919, 118, 50, 53
72, 616, 107, 89, 74
72, 942, 118, 63, 53
72, 1215, 128, 81, 99
72, 973, 111, 81, 69
72, 1395, 457, 243, 191
73, 610, 131, 105, 74
73, 920, 118, 50, 51
73, 902, 125, 50, 41
73, 942, 118, 65, 54
73, 616, 107, 87, 73
73, 1215, 128, 81, 100
73, 974, 111, 81, 69
73, 1395, 457, 243, 191
74, 920, 119, 50, 53
74, 610, 131, 105, 76
74, 902, 125, 50, 41
74, 943, 119, 63, 53
74, 617, 108, 87, 73
74, 1215, 128, 81, 100
74, 974, 111, 83, 69
74, 1395, 457, 243, 191
75, 920, 119, 50, 53
75, 902, 125, 51, 41
75, 611, 131, 105, 74
75, 942, 119, 65, 53
75, 617, 108, 87, 73
75, 1215, 128, 81, 100
75, 974, 111, 81, 69
75, 1395, 457, 244, 190
76, 920, 119, 50, 53
76, 902, 125, 50, 41
76, 611, 131, 105, 74
76, 942, 119, 65, 53
76, 617, 108, 87, 73
76, 1215, 128, 81, 100
76, 974, 111, 81, 69
76, 1395, 457, 243, 190
77, 920, 119, 50, 53
77, 902, 126, 50, 39
77, 611, 131, 105, 74
77, 942, 119, 65, 53
77, 617, 108, 87, 73
77, 1215, 128, 81, 100
77, 974, 111, 81, 69
77, 1395, 457, 243, 190
78, 920, 119, 50, 53
78, 902, 126, 50, 39
78, 611, 131, 105, 74
78, 942, 119, 65, 53
78, 617, 108, 87, 73
78, 1215, 128, 81, 100
78, 974, 111, 83, 69
78, 1395, 457, 243, 190
79, 919, 119, 51, 53
79, 902, 126, 50, 39
79, 611, 131, 105, 74
79, 943, 119, 63, 53
79, 618, 108, 87, 73
79, 1215, 128, 81, 100
79, 974, 111, 83, 69
79, 1395, 457, 245, 190
80, 902, 126, 51, 39
80, 920, 119, 50, 51
80, 612, 131, 105, 76
80, 943, 119, 63, 53
80, 618, 108, 87, 73
80, 1215, 128, 81, 100
80, 974, 111, 81, 69
80, 1395, 457, 245, 190
81, 902, 126, 50, 39
81, 920, 119, 50, 51
81, 611, 131, 107, 76
81, 943, 119, 63, 53
81, 618, 108, 87, 73
81, 1215, 128, 81, 100
81, 1396, 457, 244, 190
81, 974, 111, 81, 69
82, 902, 126, 51, 41
82, 920, 119, 50, 51
82, 611, 131, 107, 76
82, 943, 119, 63, 53
82, 618, 108, 87, 73
82, 1215, 128, 81, 100
82, 1396, 457, 244, 191
82, 974, 111, 81, 69
83, 920, 119, 50, 51
83, 902, 126, 50, 41
83, 612, 131, 105, 76
83, 943, 119, 63, 53
83, 618, 108, 87, 73
83, 1215, 128, 81, 100
83, 1395, 457, 243, 190
83, 974, 111, 81, 69
84, 920, 119, 50, 51
84, 902, 126, 50, 41
84, 612, 131, 105, 76
84, 943, 119, 63, 53
84, 618, 108, 87, 73
84, 1215, 128, 81, 100
84, 974, 111, 81, 70
84, 1395, 457, 243, 190
85, 902, 126, 51, 39
85, 610, 131, 114, 77
85, 919, 119, 51, 53
85, 943, 119, 65, 53
85, 618, 108, 87, 73
85, 1215, 128, 81, 101
85, 1396, 457, 244, 189
85, 973, 111, 81, 69
86, 902, 126, 51, 39
86, 919, 119, 51, 53
86, 612, 131, 105, 76
86, 943, 119, 65, 53
86, 618, 108, 87, 73
86, 1215, 128, 81, 101
86, 1396, 457, 244, 189
86, 973, 111, 81, 69
87, 902, 126, 50, 39
87, 610, 131, 114, 77
87, 919, 119, 51, 53
87, 943, 119, 65, 53
87, 616, 108, 90, 76
87, 1215, 128, 81, 101
87, 1395, 457, 243, 189
87, 973, 111, 81, 69
88, 570, 64, 89, 42
88, 610, 131, 114, 77
88, 920, 119, 50, 53
88, 902, 126, 51, 39
88, 943, 119, 65, 53
88, 1215, 128, 81, 101
88, 617, 108, 89, 74
88, 1396, 452, 243, 195
88, 973, 111, 81, 69
89, 591, 61, 98, 43
89, 609, 131, 114, 77
89, 920, 119, 50, 53
89, 901, 125, 51, 41
89, 942, 118, 65, 53
89, 1215, 128, 81, 100
89, 616, 108, 87, 73
89, 1396, 457, 244, 189
89, 974, 111, 81, 69
90, 603, 61, 98, 46
90, 611, 130, 105, 76
90, 902, 125, 51, 41
90, 919, 118, 51, 54
90, 942, 118, 65, 53
90, 1215, 128, 81, 103
90, 616, 107, 89, 73
90, 974, 111, 81, 69
90, 1396, 457, 244, 191
91, 625, 65, 99, 47
91, 611, 131, 105, 76
91, 902, 125, 51, 41
91, 919, 118, 51, 54
91, 942, 118, 65, 53
91, 1215, 128, 81, 103
91, 616, 107, 87, 72
91, 974, 111, 81, 69
91, 1396, 457, 244, 191
92, 644, 65, 96, 46
92, 610, 131, 105, 74
92, 902, 125, 51, 41
92, 920, 119, 50, 53
92, 943, 117, 63, 54
92, 616, 107, 87, 72
92, 1215, 128, 81, 101
92, 973, 111, 81, 69
92, 1396, 457, 244, 191
93, 1034, 82, 66, 33
93, 667, 65, 104, 46
93, 902, 125, 51, 41
93, 610, 131, 105, 74
93, 919, 119, 51, 53
93, 942, 118, 65, 53
93, 616, 107, 87, 74
93, 1215, 128, 81, 101
93, 973, 110, 81, 70
93, 1396, 457, 244, 191
94, 1024, 76, 66, 41
94, 610, 131, 105, 74
94, 902, 125, 51, 41
94, 919, 118, 51, 54
94, 683, 65, 95, 43
94, 942, 118, 65, 53
94, 616, 108, 87, 73
94, 1215, 128, 81, 101
94, 973, 110, 81, 70
94, 1396, 452, 244, 195
95, 1018, 76, 78, 39
95, 902, 125, 51, 41
95, 611, 131, 107, 74
95, 919, 118, 51, 54
95, 943, 116, 63, 54
95, 616, 107, 87, 73
95, 706, 67, 99, 46
95, 1215, 128, 81, 101
95, 974, 110, 81, 70
95, 1396, 457, 244, 191
96, 1019, 75, 69, 38
96, 992, 77, 74, 34
96, 902, 125, 51, 41
96, 611, 131, 107, 74
96, 919, 118, 51, 54
96, 723, 66, 92, 45
96, 943, 116, 65, 54
96, 616, 107, 87, 73
96, 1215, 128, 81, 101
96, 973, 110, 81, 70
96, 1396, 452, 244, 196
97, 744, 67, 87, 42
97, 976, 74, 105, 46
97, 902, 125, 53, 41
97, 919, 118, 51, 54
97, 610, 131, 107, 74
97, 943, 118, 63, 54
97, 616, 108, 87, 73
97, 1215, 128, 81, 101
97, 973, 110, 83, 70
97, 1396, 457, 244, 191
98, 954, 74, 99, 38
98, 918, 119, 51, 53
98, 903, 125, 54, 41
98, 942, 118, 63, 54
98, 765, 67, 96, 45
98, 610, 131, 107, 74
98, 617, 108, 89, 73
98, 1215, 128, 81, 101
98, 974, 110, 84, 70
98, 1396, 457, 244, 191
99, 941, 73, 96, 38
99, 918, 119, 50, 53
99, 786, 68, 96, 41
99, 902, 125, 54, 41
99, 610, 131, 105, 74
99, 942, 118, 63, 54
99, 616, 108, 90, 73
99, 1215, 128, 81, 101
99, 973, 111, 83, 69
99, 1395, 457, 245, 191
100, 571, 62, 72, 42
100, 927, 73, 86, 38
100, 806, 69, 96, 47
100, 919, 118, 50, 53
100, 610, 130, 114, 76
100, 902, 125, 51, 41
100, 943, 117, 66, 54
100, 616, 107, 90, 73
100, 1215, 128, 81, 96
100, 974, 111, 81, 69
100, 1395, 457, 245, 190
101, 590, 62, 68, 38
101, 915, 72, 96, 42
101, 919, 119, 51, 53
101, 903, 125, 54, 41
101, 611, 130, 114, 77
101, 825, 69, 96, 43
101, 616, 107, 89, 72
101, 943, 118, 66, 53
101, 1215, 128, 81, 96
101, 974, 111, 83, 69
101, 1395, 457, 245, 190
102, 841, 73, 95, 42
102, 896, 73, 78, 42
102, 598, 62, 93, 41
102, 611, 130, 117, 77
102, 920, 118, 50, 54
102, 902, 126, 51, 41
102, 943, 118, 65, 53
102, 616, 108, 90, 73
102, 1215, 128, 81, 96
102, 974, 111, 83, 69
102, 1395, 457, 245, 190
103, 610, 64, 110, 45
103, 866, 73, 102, 49
103, 903, 126, 54, 42
103, 612, 131, 105, 74
103, 920, 118, 51, 54
103, 943, 118, 65, 51
103, 615, 107, 90, 72
103, 1214, 128, 80, 96
103, 974, 112, 83, 69
103, 1395, 457, 245, 190
104, 874, 73, 117, 50
104, 636, 65, 101, 41
104, 920, 119, 50, 51
104, 903, 126, 51, 41
104, 612, 131, 105, 76
104, 944, 118, 63, 54
104, 1215, 128, 81, 96
104, 616, 107, 90, 72
104, 974, 111, 83, 70
104, 1395, 457, 245, 190
105, 832, 69, 99, 45
105, 901, 126, 47, 46
105, 902, 77, 96, 47
105, 657, 66, 105, 45
105, 918, 119, 50, 51
105, 610, 130, 116, 77
105, 943, 119, 60, 51
105, 616, 108, 89, 73
105, 1215, 128, 81, 96
105, 974, 112, 84, 69
105, 1395, 457, 245, 190
106, 916, 77, 71, 42
106, 676, 66, 113, 43
106, 815, 66, 96, 42
106, 918, 119, 48, 50
106, 903, 126, 54, 42
106, 610, 130, 116, 77
106, 944, 119, 62, 51
106, 616, 107, 89, 74
106, 1214, 128, 80, 96
106, 974, 112, 83, 69
106, 1395, 457, 245, 190
107, 939, 78, 78, 46
107, 798, 66, 99, 46
107, 700, 68, 108, 42
107, 903, 125, 53, 42
107, 918, 119, 51, 53
107, 610, 131, 116, 77
107, 944, 119, 62, 51
107, 616, 107, 89, 74
107, 1215, 128, 81, 96
107, 974, 111, 84, 69
107, 1395, 457, 245, 190
108, 967, 82, 93, 49
108, 902, 126, 45, 46
108, 783, 65, 84, 43
108, 918, 120, 51, 51
108, 611, 131, 114, 77
108, 722, 68, 99, 41
108, 943, 120, 62, 51
108, 617, 108, 89, 73
108, 1214, 128, 80, 96
108, 974, 111, 81, 70
108, 1395, 457, 245, 190
109, 770, 63, 66, 41
109, 742, 68, 114, 42
109, 990, 83, 93, 46
109, 920, 119, 51, 53
109, 610, 131, 116, 77
109, 902, 126, 51, 41
109, 616, 107, 89, 73
109, 943, 118, 65, 51
109, 1215, 128, 78, 96
109, 973, 112, 80, 69
109, 1396, 457, 244, 190
110, 728, 64, 90, 38
110, 992, 82, 87, 45
110, 762, 68, 117, 46
110, 921, 119, 51, 53
110, 902, 126, 51, 41
110, 612, 131, 105, 76
110, 943, 118, 65, 51
110, 616, 107, 89, 73
110, 1214, 128, 80, 96
110, 974, 111, 81, 70
110, 1396, 457, 244, 190
111, 1018, 77, 75, 39
111, 720, 62, 99, 45
111, 788, 72, 99, 38
111, 921, 119, 51, 53
111, 902, 126, 51, 41
111, 612, 131, 105, 76
111, 615, 107, 90, 73
111, 944, 118, 66, 51
111, 1212, 129, 81, 95
111, 974, 111, 81, 70
111, 1396, 457, 244, 190
112, 1033, 80, 53, 38
112, 807, 73, 104, 38
112, 704, 61, 101, 47
112, 920, 119, 51, 53
112, 902, 126, 50, 41
112, 612, 131, 105, 76
112, 615, 107, 90, 74
112, 944, 118, 66, 51
112, 1212, 129, 81, 96
112, 974, 112, 81, 69
112, 1396, 457, 244, 189
113, 686, 60, 99, 45
113, 830, 72, 108, 43
113, 920, 119, 51, 53
113, 610, 131, 116, 77
113, 902, 127, 48, 39
113, 615, 107, 90, 74
113, 944, 118, 66, 51
113, 1212, 129, 81, 95
113, 974, 112, 81, 69
113, 1395, 457, 243, 189
114, 853, 74, 108, 45
114, 664, 59, 105, 49
114, 610, 131, 116, 77
114, 920, 118, 53, 51
114, 902, 127, 51, 39
114, 615, 107, 90, 74
114, 943, 118, 65, 51
114, 1212, 129, 81, 96
114, 974, 112, 83, 69
114, 1396, 457, 244, 190
115, 651, 60, 102, 45
115, 921, 118, 50, 51
115, 610, 130, 116, 77
115, 902, 126, 50, 41
115, 877, 77, 98, 47
115, 615, 108, 87, 72
115, 944, 117, 65, 54
115, 1214, 128, 80, 96
115, 974, 111, 83, 70
115, 1395, 457, 243, 190
